Tiempo	Error_X	Error_Y	Pos_Xd	Pos_Yd	Xdp	Ydp
324.620	4.999	0.119	4.228	-0.390	0.318	-0.292
324.641	4.999	0.113	4.234	-0.393	0.315	-0.294
324.660	4.999	0.107	4.240	-0.395	0.313	-0.295
324.681	4.999	0.100	4.246	-0.397	0.310	-0.296
324.700	4.999	0.094	4.252	-0.400	0.308	-0.298
324.720	4.999	0.088	4.258	-0.402	0.305	-0.299
324.741	4.999	0.082	4.264	-0.405	0.303	-0.301
324.761	4.999	0.075	4.270	-0.408	0.301	-0.302
324.781	5.000	0.069	4.275	-0.410	0.298	-0.303
324.801	5.000	0.063	4.281	-0.413	0.296	-0.305
324.821	5.000	0.056	4.286	-0.416	0.294	-0.305
324.841	5.000	0.050	4.292	-0.418	0.292	-0.305
324.861	5.000	0.044	4.297	-0.421	0.290	-0.304
324.880	5.000	0.038	4.302	-0.424	0.287	-0.304
324.901	5.000	0.031	4.307	-0.427	0.285	-0.304
324.921	5.000	0.025	4.312	-0.430	0.283	-0.304
324.942	5.000	0.018	4.312	-0.430	0.284	-0.335
324.962	5.000	0.012	4.322	-0.435	0.280	-0.306
324.980	5.000	0.006	4.327	-0.438	0.278	-0.302
325.000	5.000	-0.000	4.332	-0.441	0.276	-0.303
325.020	5.000	-0.006	4.337	-0.444	0.274	-0.305
325.040	5.000	-0.013	4.342	-0.447	0.272	-0.307
325.060	5.000	-0.019	4.347	-0.450	0.270	-0.309
325.080	5.000	-0.025	4.351	-0.453	0.268	-0.311
325.101	5.000	-0.032	4.356	-0.456	0.266	-0.314
325.121	5.000	-0.038	4.361	-0.459	0.265	-0.316
325.140	5.000	-0.044	4.365	-0.462	0.263	-0.317
325.161	5.000	-0.050	4.370	-0.465	0.261	-0.319
325.181	5.000	-0.057	4.374	-0.469	0.260	-0.320
325.200	5.000	-0.063	4.374	-0.469	0.260	-0.348
325.221	5.000	-0.069	4.379	-0.472	0.259	-0.350
325.241	4.999	-0.076	4.383	-0.475	0.257	-0.349
325.260	4.999	-0.082	4.387	-0.478	0.255	-0.348
325.281	4.999	-0.088	4.391	-0.482	0.254	-0.347
325.300	4.999	-0.094	4.396	-0.485	0.252	-0.346
325.320	4.999	-0.101	4.400	-0.488	0.251	-0.346
325.341	4.999	-0.107	4.404	-0.492	0.250	-0.345
325.360	4.999	-0.113	4.408	-0.495	0.248	-0.345
325.380	4.999	-0.119	4.412	-0.499	0.247	-0.344
325.400	4.998	-0.126	4.415	-0.502	0.246	-0.342
325.421	4.998	-0.132	4.419	-0.506	0.244	-0.343
325.441	4.998	-0.139	4.423	-0.509	0.243	-0.343
325.460	4.998	-0.145	4.427	-0.513	0.242	-0.342
325.481	4.998	-0.151	4.430	-0.516	0.241	-0.341
325.501	4.998	-0.157	4.434	-0.520	0.239	-0.340
325.522	4.997	-0.164	4.437	-0.523	0.238	-0.341
325.541	4.997	-0.170	4.437	-0.523	0.239	-0.365
325.561	4.997	-0.176	4.441	-0.527	0.238	-0.364
325.581	4.997	-0.182	4.444	-0.530	0.237	-0.362
325.602	4.996	-0.189	4.447	-0.534	0.236	-0.360
325.621	4.996	-0.195	4.451	-0.538	0.235	-0.356
325.642	4.996	-0.201	4.454	-0.541	0.234	-0.354
325.660	4.996	-0.207	4.457	-0.545	0.233	-0.349
325.681	4.995	-0.214	4.460	-0.549	0.232	-0.347
325.701	4.995	-0.220	4.463	-0.553	0.231	-0.345
325.720	4.995	-0.226	4.466	-0.556	0.230	-0.342
325.741	4.995	-0.232	4.469	-0.560	0.230	-0.341
325.761	4.994	-0.239	4.472	-0.564	0.229	-0.339
325.781	4.994	-0.245	4.475	-0.568	0.228	-0.337
325.800	4.994	-0.251	4.478	-0.571	0.227	-0.336
325.821	4.993	-0.257	4.481	-0.575	0.226	-0.335
325.841	4.993	-0.264	4.484	-0.579	0.226	-0.334
325.861	4.993	-0.270	4.487	-0.583	0.225	-0.333
325.880	4.992	-0.276	4.489	-0.586	0.224	-0.332
325.901	4.992	-0.282	4.492	-0.590	0.223	-0.332
325.921	4.992	-0.289	4.495	-0.594	0.223	-0.332
325.940	4.991	-0.295	4.497	-0.598	0.222	-0.330
325.961	4.991	-0.301	4.500	-0.602	0.221	-0.331
325.981	4.991	-0.307	4.503	-0.605	0.221	-0.331
326.001	4.990	-0.314	4.506	-0.609	0.220	-0.332
326.021	4.990	-0.320	4.508	-0.613	0.219	-0.333
326.041	4.989	-0.326	4.511	-0.617	0.218	-0.334
326.060	4.989	-0.332	4.514	-0.621	0.218	-0.334
326.081	4.988	-0.338	4.516	-0.625	0.217	-0.335
326.101	4.988	-0.345	4.519	-0.628	0.217	-0.335
326.120	4.988	-0.351	4.521	-0.632	0.216	-0.335
326.140	4.987	-0.357	4.524	-0.636	0.215	-0.336
326.161	4.987	-0.363	4.526	-0.640	0.215	-0.337
326.181	4.986	-0.370	4.528	-0.644	0.214	-0.338
326.201	4.986	-0.376	4.531	-0.648	0.214	-0.338
326.221	4.985	-0.382	4.533	-0.652	0.213	-0.338
326.241	4.985	-0.388	4.535	-0.656	0.213	-0.338
326.261	4.984	-0.394	4.538	-0.660	0.212	-0.337
326.281	4.984	-0.401	4.540	-0.664	0.212	-0.337
326.301	4.983	-0.407	4.542	-0.668	0.212	-0.337
326.321	4.983	-0.413	4.544	-0.672	0.211	-0.336
326.341	4.982	-0.419	4.546	-0.676	0.211	-0.335
326.361	4.982	-0.425	4.548	-0.680	0.211	-0.334
326.381	4.981	-0.432	4.550	-0.684	0.210	-0.333
326.401	4.981	-0.438	4.552	-0.688	0.210	-0.332
326.421	4.980	-0.444	4.554	-0.692	0.210	-0.329
326.441	4.980	-0.450	4.556	-0.696	0.209	-0.329
326.461	4.979	-0.456	4.557	-0.700	0.209	-0.327
326.480	4.978	-0.462	4.559	-0.704	0.209	-0.326
326.500	4.978	-0.469	4.561	-0.708	0.209	-0.325
326.520	4.977	-0.475	4.563	-0.712	0.208	-0.324
326.540	4.977	-0.481	4.565	-0.716	0.208	-0.323
326.562	4.976	-0.487	4.566	-0.720	0.208	-0.323
326.580	4.975	-0.493	4.568	-0.724	0.208	-0.322
326.601	4.975	-0.500	4.570	-0.728	0.207	-0.322
326.622	4.974	-0.506	4.572	-0.732	0.207	-0.323
326.641	4.973	-0.512	4.573	-0.736	0.207	-0.320
326.661	4.973	-0.518	4.575	-0.740	0.207	-0.319
326.683	4.972	-0.525	4.576	-0.744	0.207	-0.320
326.701	4.971	-0.530	4.576	-0.744	0.208	-0.341
326.721	4.971	-0.536	4.578	-0.748	0.208	-0.341
326.740	4.970	-0.542	4.579	-0.752	0.208	-0.339
326.761	4.969	-0.549	4.581	-0.756	0.208	-0.337
326.781	4.969	-0.555	4.582	-0.760	0.208	-0.335
326.801	4.968	-0.561	4.584	-0.765	0.208	-0.333
326.821	4.967	-0.567	4.585	-0.769	0.207	-0.331
326.842	4.967	-0.573	4.587	-0.773	0.207	-0.329
326.861	4.966	-0.579	4.588	-0.777	0.207	-0.325
326.880	4.965	-0.585	4.589	-0.781	0.207	-0.322
326.901	4.964	-0.592	4.590	-0.786	0.207	-0.321
326.921	4.964	-0.598	4.592	-0.790	0.207	-0.319
326.940	4.963	-0.604	4.593	-0.794	0.207	-0.317
326.960	4.962	-0.610	4.594	-0.798	0.207	-0.316
326.980	4.961	-0.616	4.596	-0.802	0.207	-0.314
327.001	4.961	-0.622	4.597	-0.807	0.207	-0.313
327.020	4.960	-0.628	4.598	-0.811	0.207	-0.312
327.041	4.959	-0.634	4.599	-0.815	0.207	-0.310
327.061	4.958	-0.640	4.600	-0.819	0.207	-0.307
327.081	4.957	-0.646	4.601	-0.823	0.207	-0.305
327.101	4.957	-0.652	4.603	-0.828	0.207	-0.303
327.121	4.956	-0.658	4.604	-0.832	0.207	-0.302
327.140	4.955	-0.664	4.605	-0.836	0.207	-0.300
327.160	4.954	-0.670	4.606	-0.840	0.207	-0.298
327.180	4.953	-0.676	4.607	-0.844	0.207	-0.297
327.201	4.952	-0.683	4.608	-0.849	0.207	-0.296
327.221	4.951	-0.689	4.609	-0.853	0.207	-0.294
327.240	4.951	-0.695	4.610	-0.857	0.207	-0.293
327.261	4.950	-0.701	4.611	-0.861	0.207	-0.291
327.281	4.949	-0.707	4.612	-0.866	0.207	-0.290
327.301	4.948	-0.713	4.613	-0.870	0.207	-0.289
327.320	4.947	-0.719	4.614	-0.874	0.207	-0.287
327.340	4.946	-0.725	4.614	-0.878	0.207	-0.285
327.361	4.945	-0.731	4.615	-0.882	0.207	-0.283
327.380	4.944	-0.737	4.616	-0.887	0.207	-0.282
327.400	4.943	-0.743	4.617	-0.891	0.207	-0.281
327.420	4.942	-0.749	4.618	-0.895	0.207	-0.279
327.440	4.941	-0.755	4.618	-0.899	0.207	-0.277
327.460	4.940	-0.761	4.619	-0.904	0.207	-0.275
327.481	4.939	-0.767	4.620	-0.908	0.208	-0.274
327.501	4.938	-0.773	4.621	-0.912	0.208	-0.272
327.521	4.937	-0.779	4.621	-0.916	0.208	-0.271
327.541	4.936	-0.785	4.622	-0.921	0.208	-0.270
327.560	4.935	-0.791	4.623	-0.925	0.208	-0.269
327.581	4.934	-0.797	4.623	-0.929	0.208	-0.268
327.600	4.933	-0.803	4.624	-0.933	0.208	-0.266
327.621	4.932	-0.808	4.625	-0.938	0.208	-0.264
327.640	4.931	-0.814	4.625	-0.942	0.208	-0.263
327.660	4.930	-0.820	4.626	-0.946	0.208	-0.262
327.681	4.929	-0.826	4.627	-0.950	0.208	-0.261
327.701	4.928	-0.832	4.627	-0.955	0.209	-0.259
327.720	4.927	-0.838	4.628	-0.959	0.209	-0.257
327.740	4.926	-0.844	4.628	-0.963	0.209	-0.255
327.760	4.925	-0.850	4.629	-0.967	0.209	-0.255
327.781	4.924	-0.856	4.629	-0.972	0.209	-0.253
327.801	4.923	-0.862	4.630	-0.976	0.209	-0.252
327.820	4.922	-0.868	4.630	-0.980	0.209	-0.251
327.841	4.921	-0.874	4.631	-0.984	0.209	-0.250
327.860	4.919	-0.879	4.631	-0.989	0.210	-0.248
327.880	4.918	-0.885	4.631	-0.993	0.210	-0.246
327.901	4.917	-0.891	4.632	-0.997	0.210	-0.244
327.921	4.916	-0.897	4.632	-1.001	0.210	-0.242
327.940	4.915	-0.903	4.632	-1.006	0.210	-0.240
327.960	4.914	-0.909	4.633	-1.010	0.210	-0.238
327.980	4.913	-0.915	4.633	-1.014	0.211	-0.236
328.002	4.911	-0.921	4.633	-1.018	0.211	-0.236
328.020	4.910	-0.926	4.633	-1.023	0.211	-0.233
328.040	4.909	-0.932	4.634	-1.027	0.211	-0.231
328.060	4.908	-0.938	4.634	-1.031	0.211	-0.229
328.081	4.907	-0.944	4.634	-1.035	0.211	-0.228
328.102	4.905	-0.950	4.634	-1.040	0.212	-0.227
328.120	4.904	-0.955	4.634	-1.044	0.212	-0.225
328.140	4.903	-0.961	4.635	-1.048	0.212	-0.223
328.161	4.902	-0.967	4.635	-1.052	0.212	-0.222
328.181	4.900	-0.973	4.635	-1.057	0.212	-0.220
328.201	4.899	-0.979	4.635	-1.061	0.212	-0.219
328.220	4.898	-0.984	4.635	-1.065	0.212	-0.218
328.241	4.897	-0.990	4.635	-1.069	0.213	-0.217
328.260	4.895	-0.996	4.636	-1.074	0.213	-0.215
328.281	4.894	-1.002	4.636	-1.078	0.213	-0.214
328.301	4.893	-1.007	4.636	-1.082	0.213	-0.213
328.321	4.892	-1.013	4.636	-1.087	0.213	-0.212
328.340	4.890	-1.019	4.636	-1.091	0.213	-0.210
328.361	4.889	-1.025	4.636	-1.095	0.214	-0.210
328.381	4.888	-1.030	4.636	-1.099	0.214	-0.208
328.401	4.886	-1.036	4.636	-1.104	0.214	-0.207
328.421	4.885	-1.042	4.636	-1.108	0.214	-0.206
328.440	4.884	-1.047	4.636	-1.112	0.214	-0.205
328.462	4.882	-1.054	4.636	-1.117	0.214	-0.205
328.481	4.881	-1.059	4.636	-1.121	0.214	-0.203
328.500	4.880	-1.065	4.636	-1.125	0.214	-0.202
328.522	4.878	-1.071	4.636	-1.129	0.215	-0.202
328.541	4.877	-1.076	4.636	-1.134	0.215	-0.200
328.560	4.875	-1.082	4.636	-1.138	0.215	-0.198
328.581	4.874	-1.087	4.636	-1.142	0.215	-0.198
328.600	4.873	-1.093	4.636	-1.147	0.215	-0.197
328.621	4.871	-1.099	4.636	-1.151	0.215	-0.196
328.640	4.870	-1.104	4.635	-1.155	0.215	-0.195
328.660	4.868	-1.110	4.635	-1.160	0.215	-0.194
328.680	4.867	-1.115	4.635	-1.164	0.216	-0.193
328.700	4.865	-1.121	4.635	-1.168	0.216	-0.192
328.721	4.864	-1.127	4.635	-1.173	0.216	-0.191
328.741	4.863	-1.132	4.635	-1.177	0.216	-0.191
328.760	4.861	-1.138	4.634	-1.181	0.216	-0.189
328.781	4.860	-1.144	4.634	-1.186	0.216	-0.189
328.801	4.858	-1.149	4.634	-1.190	0.216	-0.188
328.821	4.857	-1.155	4.634	-1.194	0.216	-0.187
328.840	4.855	-1.160	4.634	-1.199	0.217	-0.186
328.860	4.854	-1.166	4.633	-1.203	0.217	-0.185
328.880	4.852	-1.171	4.633	-1.207	0.217	-0.184
328.900	4.851	-1.177	4.633	-1.212	0.217	-0.184
328.921	4.849	-1.182	4.632	-1.216	0.217	-0.183
328.941	4.848	-1.188	4.632	-1.220	0.217	-0.182
328.961	4.846	-1.194	4.632	-1.225	0.217	-0.181
328.980	4.844	-1.199	4.631	-1.229	0.217	-0.180
329.000	4.843	-1.204	4.631	-1.233	0.217	-0.180
329.020	4.841	-1.210	4.631	-1.237	0.217	-0.179
329.040	4.840	-1.215	4.630	-1.242	0.217	-0.178
329.060	4.838	-1.221	4.630	-1.246	0.218	-0.177
329.081	4.837	-1.226	4.630	-1.250	0.218	-0.177
329.100	4.835	-1.232	4.629	-1.255	0.218	-0.176
329.122	4.833	-1.238	4.629	-1.259	0.218	-0.176
329.141	4.832	-1.243	4.629	-1.259	0.220	-0.189
329.160	4.830	-1.248	4.628	-1.264	0.220	-0.188
329.180	4.829	-1.254	4.628	-1.268	0.220	-0.187
329.201	4.827	-1.259	4.627	-1.272	0.220	-0.186
329.221	4.825	-1.265	4.627	-1.277	0.220	-0.184
329.240	4.824	-1.270	4.626	-1.281	0.220	-0.182
329.261	4.822	-1.275	4.626	-1.285	0.220	-0.180
329.281	4.820	-1.281	4.625	-1.290	0.220	-0.178
329.300	4.819	-1.286	4.625	-1.294	0.220	-0.177
329.320	4.817	-1.292	4.624	-1.298	0.220	-0.175
329.341	4.815	-1.297	4.623	-1.303	0.220	-0.174
329.361	4.814	-1.302	4.623	-1.307	0.220	-0.173
329.380	4.812	-1.308	4.622	-1.312	0.220	-0.171
329.400	4.810	-1.313	4.622	-1.316	0.221	-0.170
329.420	4.808	-1.318	4.621	-1.320	0.221	-0.169
329.441	4.807	-1.324	4.620	-1.325	0.221	-0.168
329.461	4.805	-1.329	4.620	-1.329	0.221	-0.167
329.481	4.803	-1.334	4.619	-1.333	0.221	-0.167
329.502	4.801	-1.340	4.618	-1.338	0.221	-0.166
329.521	4.800	-1.345	4.618	-1.342	0.221	-0.165
329.542	4.798	-1.351	4.617	-1.346	0.221	-0.165
329.561	4.796	-1.356	4.617	-1.346	0.223	-0.177
329.581	4.794	-1.361	4.616	-1.351	0.223	-0.176
329.602	4.792	-1.367	4.615	-1.355	0.223	-0.175
329.621	4.791	-1.372	4.615	-1.360	0.223	-0.174
329.641	4.789	-1.377	4.615	-1.360	0.225	-0.186
329.660	4.787	-1.382	4.614	-1.364	0.224	-0.185
329.681	4.785	-1.387	4.612	-1.373	0.223	-0.170
329.701	4.784	-1.392	4.612	-1.378	0.222	-0.168
329.720	4.782	-1.398	4.611	-1.382	0.222	-0.167
329.741	4.780	-1.403	4.610	-1.386	0.222	-0.167
329.761	4.778	-1.408	4.609	-1.391	0.222	-0.166
329.780	4.776	-1.413	4.608	-1.395	0.222	-0.166
329.801	4.774	-1.418	4.608	-1.400	0.222	-0.165
329.820	4.772	-1.423	4.607	-1.404	0.222	-0.164
329.840	4.771	-1.429	4.606	-1.409	0.222	-0.164
329.861	4.769	-1.434	4.605	-1.413	0.222	-0.164
329.881	4.767	-1.439	4.604	-1.417	0.222	-0.163
329.900	4.765	-1.444	4.603	-1.422	0.222	-0.162
329.921	4.763	-1.449	4.602	-1.426	0.222	-0.162
329.940	4.761	-1.454	4.601	-1.431	0.222	-0.161
329.961	4.759	-1.460	4.601	-1.435	0.222	-0.161
329.981	4.757	-1.465	4.600	-1.439	0.222	-0.161
330.001	4.755	-1.470	4.599	-1.444	0.222	-0.160
330.021	4.753	-1.475	4.598	-1.448	0.222	-0.159
330.041	4.751	-1.480	4.597	-1.453	0.222	-0.159
330.062	4.749	-1.485	4.596	-1.457	0.222	-0.159
330.081	4.747	-1.490	4.595	-1.461	0.221	-0.158
330.100	4.745	-1.495	4.594	-1.466	0.221	-0.158
330.121	4.743	-1.500	4.593	-1.470	0.221	-0.157
330.141	4.741	-1.505	4.592	-1.474	0.221	-0.157
330.160	4.739	-1.510	4.591	-1.479	0.221	-0.156
330.181	4.737	-1.515	4.590	-1.483	0.221	-0.156
330.201	4.735	-1.520	4.588	-1.487	0.221	-0.156
330.222	4.733	-1.525	4.587	-1.492	0.221	-0.156
330.241	4.731	-1.530	4.586	-1.496	0.221	-0.155
330.260	4.729	-1.535	4.585	-1.500	0.221	-0.154
330.280	4.727	-1.540	4.584	-1.505	0.221	-0.154
330.302	4.725	-1.545	4.583	-1.509	0.221	-0.155
330.320	4.723	-1.550	4.582	-1.513	0.220	-0.153
330.341	4.721	-1.555	4.581	-1.518	0.220	-0.153
330.361	4.719	-1.560	4.579	-1.522	0.220	-0.153
330.383	4.717	-1.565	4.578	-1.526	0.220	-0.154
330.401	4.715	-1.569	4.578	-1.526	0.222	-0.164
330.420	4.713	-1.574	4.577	-1.530	0.222	-0.163
330.442	4.711	-1.579	4.575	-1.539	0.220	-0.150
330.460	4.709	-1.584	4.575	-1.539	0.222	-0.160
330.481	4.706	-1.589	4.573	-1.543	0.222	-0.159
330.501	4.704	-1.594	4.572	-1.547	0.222	-0.159
330.522	4.702	-1.599	4.571	-1.552	0.222	-0.158
330.541	4.700	-1.603	4.569	-1.556	0.221	-0.157
330.561	4.698	-1.608	4.568	-1.560	0.221	-0.156
330.582	4.696	-1.613	4.567	-1.564	0.221	-0.155
330.601	4.694	-1.618	4.565	-1.569	0.221	-0.154
330.621	4.691	-1.623	4.564	-1.573	0.221	-0.153
330.641	4.689	-1.627	4.563	-1.577	0.221	-0.152
330.661	4.687	-1.632	4.561	-1.581	0.221	-0.151
330.680	4.685	-1.637	4.560	-1.586	0.221	-0.150
330.702	4.683	-1.642	4.560	-1.586	0.222	-0.162
330.721	4.680	-1.646	4.559	-1.590	0.222	-0.161
330.741	4.678	-1.651	4.557	-1.594	0.222	-0.160
330.761	4.676	-1.656	4.556	-1.598	0.222	-0.158
330.781	4.674	-1.660	4.554	-1.602	0.222	-0.157
330.802	4.671	-1.665	4.553	-1.606	0.222	-0.156
330.821	4.669	-1.670	4.551	-1.611	0.222	-0.154
330.841	4.667	-1.675	4.550	-1.615	0.222	-0.153
330.861	4.665	-1.679	4.548	-1.619	0.221	-0.152
330.881	4.663	-1.684	4.547	-1.623	0.221	-0.151
330.901	4.660	-1.688	4.545	-1.627	0.221	-0.150
330.920	4.658	-1.693	4.544	-1.632	0.221	-0.149
330.941	4.656	-1.698	4.542	-1.636	0.221	-0.148
330.961	4.653	-1.702	4.541	-1.640	0.221	-0.148
330.981	4.651	-1.707	4.539	-1.644	0.220	-0.148
331.000	4.649	-1.711	4.538	-1.648	0.220	-0.147
331.020	4.647	-1.716	4.536	-1.653	0.220	-0.147
331.041	4.644	-1.721	4.534	-1.657	0.220	-0.147
331.061	4.642	-1.725	4.533	-1.661	0.220	-0.148
331.081	4.639	-1.730	4.531	-1.665	0.220	-0.148
331.101	4.637	-1.734	4.530	-1.669	0.219	-0.147
331.121	4.635	-1.739	4.528	-1.673	0.219	-0.147
331.141	4.632	-1.743	4.526	-1.678	0.219	-0.147
331.161	4.630	-1.748	4.525	-1.682	0.219	-0.147
331.183	4.627	-1.753	4.523	-1.686	0.219	-0.148
331.202	4.625	-1.757	4.522	-1.690	0.218	-0.148
331.221	4.623	-1.761	4.522	-1.690	0.220	-0.158
331.243	4.620	-1.766	4.520	-1.694	0.220	-0.158
331.261	4.618	-1.770	4.518	-1.698	0.220	-0.156
331.281	4.616	-1.775	4.516	-1.702	0.220	-0.154
331.301	4.613	-1.779	4.515	-1.706	0.219	-0.153
331.321	4.611	-1.783	4.513	-1.710	0.219	-0.151
331.341	4.608	-1.788	4.511	-1.714	0.219	-0.150
331.361	4.606	-1.792	4.509	-1.718	0.219	-0.149
331.381	4.604	-1.797	4.507	-1.722	0.219	-0.148
331.401	4.601	-1.801	4.506	-1.726	0.219	-0.148
331.421	4.599	-1.805	4.504	-1.730	0.218	-0.147
331.441	4.596	-1.810	4.502	-1.734	0.218	-0.146
331.461	4.594	-1.814	4.500	-1.738	0.218	-0.145
331.481	4.591	-1.818	4.498	-1.742	0.218	-0.145
331.501	4.589	-1.823	4.497	-1.746	0.218	-0.144
331.521	4.586	-1.827	4.495	-1.750	0.217	-0.144
331.541	4.584	-1.831	4.493	-1.754	0.217	-0.143
331.561	4.581	-1.836	4.491	-1.758	0.217	-0.143
331.581	4.579	-1.840	4.489	-1.762	0.217	-0.142
331.601	4.576	-1.844	4.487	-1.766	0.217	-0.142
331.621	4.573	-1.848	4.485	-1.770	0.217	-0.142
331.641	4.571	-1.852	4.483	-1.774	0.216	-0.141
331.660	4.569	-1.857	4.482	-1.777	0.216	-0.141
331.681	4.566	-1.861	4.482	-1.777	0.218	-0.152
331.702	4.563	-1.865	4.480	-1.781	0.218	-0.152
331.720	4.561	-1.869	4.478	-1.785	0.217	-0.150
331.742	4.558	-1.874	4.476	-1.789	0.217	-0.150
331.761	4.556	-1.878	4.474	-1.793	0.217	-0.149
331.782	4.553	-1.882	4.472	-1.797	0.217	-0.148
331.801	4.550	-1.886	4.472	-1.797	0.218	-0.158
331.822	4.548	-1.890	4.470	-1.801	0.218	-0.158
331.841	4.545	-1.894	4.468	-1.805	0.218	-0.157
331.861	4.543	-1.898	4.466	-1.808	0.218	-0.156
331.880	4.540	-1.902	4.463	-1.812	0.217	-0.155
331.901	4.537	-1.906	4.463	-1.812	0.219	-0.166
331.921	4.535	-1.910	4.461	-1.816	0.219	-0.165
331.942	4.532	-1.915	4.459	-1.820	0.219	-0.165
331.962	4.529	-1.919	4.457	-1.824	0.218	-0.163
331.981	4.527	-1.922	4.455	-1.828	0.218	-0.161
332.001	4.524	-1.926	4.455	-1.828	0.220	-0.172
332.021	4.521	-1.931	4.453	-1.832	0.220	-0.170
332.044	4.518	-1.935	4.450	-1.835	0.219	-0.168
332.061	4.516	-1.938	4.448	-1.839	0.219	-0.164
332.082	4.513	-1.943	4.446	-1.843	0.219	-0.162
332.101	4.511	-1.946	4.444	-1.847	0.219	-0.159
332.121	4.508	-1.950	4.441	-1.850	0.218	-0.157
332.142	4.505	-1.954	4.439	-1.854	0.218	-0.156
332.161	4.502	-1.958	4.437	-1.858	0.218	-0.154
332.181	4.500	-1.962	4.435	-1.862	0.217	-0.153
332.201	4.497	-1.966	4.435	-1.862	0.219	-0.164
332.221	4.494	-1.970	4.432	-1.865	0.219	-0.162
332.242	4.491	-1.974	4.430	-1.869	0.219	-0.162
332.261	4.489	-1.978	4.428	-1.873	0.218	-0.160
332.281	4.486	-1.981	4.425	-1.877	0.218	-0.159
332.301	4.483	-1.985	4.423	-1.880	0.218	-0.156
332.321	4.480	-1.989	4.421	-1.884	0.217	-0.155
332.342	4.477	-1.993	4.418	-1.888	0.217	-0.154
332.361	4.475	-1.997	4.416	-1.891	0.217	-0.153
332.381	4.472	-2.000	4.416	-1.891	0.219	-0.163
332.402	4.469	-2.004	4.414	-1.895	0.218	-0.163
332.421	4.466	-2.008	4.411	-1.899	0.218	-0.161
332.441	4.463	-2.012	4.409	-1.902	0.218	-0.159
332.461	4.461	-2.015	4.409	-1.902	0.219	-0.170
332.481	4.458	-2.019	4.406	-1.906	0.219	-0.168
332.501	4.455	-2.023	4.404	-1.910	0.219	-0.167
332.521	4.452	-2.026	4.402	-1.913	0.218	-0.165
332.541	4.449	-2.030	4.399	-1.917	0.218	-0.162
332.561	4.446	-2.034	4.397	-1.920	0.218	-0.161
332.582	4.443	-2.038	4.397	-1.920	0.219	-0.172
332.601	4.441	-2.041	4.394	-1.924	0.219	-0.170
332.621	4.438	-2.045	4.391	-1.928	0.219	-0.167
332.641	4.435	-2.048	4.389	-1.931	0.219	-0.165
332.662	4.432	-2.052	4.386	-1.935	0.218	-0.163
332.681	4.429	-2.055	4.384	-1.938	0.218	-0.161
332.701	4.426	-2.059	4.381	-1.942	0.218	-0.159
332.720	4.423	-2.062	4.381	-1.942	0.219	-0.169
332.741	4.420	-2.066	4.379	-1.945	0.219	-0.169
332.761	4.417	-2.070	4.376	-1.949	0.218	-0.166
332.781	4.414	-2.073	4.373	-1.952	0.218	-0.164
332.802	4.411	-2.077	4.371	-1.956	0.218	-0.163
332.821	4.408	-2.080	4.371	-1.956	0.219	-0.174
332.842	4.405	-2.084	4.368	-1.959	0.219	-0.173
332.862	4.402	-2.087	4.365	-1.963	0.219	-0.171
332.881	4.399	-2.090	4.363	-1.966	0.218	-0.168
332.901	4.396	-2.094	4.360	-1.970	0.218	-0.166
332.921	4.394	-2.097	4.357	-1.973	0.218	-0.164
332.941	4.390	-2.101	4.355	-1.977	0.217	-0.162
332.963	4.387	-2.105	4.352	-1.980	0.217	-0.161
332.980	4.384	-2.108	4.352	-1.980	0.219	-0.171
333.002	4.381	-2.111	4.349	-1.984	0.218	-0.170
333.022	4.378	-2.115	4.346	-1.987	0.218	-0.168
333.041	4.375	-2.118	4.344	-1.990	0.218	-0.165
333.062	4.372	-2.121	4.341	-1.994	0.217	-0.163
333.081	4.369	-2.124	4.338	-1.997	0.217	-0.161
333.101	4.366	-2.128	4.335	-2.001	0.217	-0.159
333.121	4.363	-2.131	4.333	-2.004	0.216	-0.157
333.142	4.360	-2.134	4.330	-2.007	0.216	-0.157
333.163	4.357	-2.138	4.330	-2.007	0.218	-0.169
333.181	4.354	-2.141	4.327	-2.011	0.217	-0.166
333.202	4.351	-2.144	4.324	-2.014	0.217	-0.165
333.222	4.348	-2.147	4.321	-2.017	0.217	-0.163
333.243	4.344	-2.151	4.318	-2.020	0.216	-0.162
333.261	4.342	-2.154	4.316	-2.024	0.216	-0.159
333.281	4.338	-2.157	4.313	-2.027	0.216	-0.158
333.301	4.335	-2.160	4.310	-2.030	0.215	-0.157
333.324	4.332	-2.164	4.307	-2.034	0.215	-0.158
333.341	4.329	-2.166	4.307	-2.034	0.216	-0.168
333.361	4.326	-2.169	4.304	-2.037	0.216	-0.167
333.381	4.323	-2.172	4.301	-2.040	0.216	-0.166
333.401	4.319	-2.176	4.298	-2.043	0.215	-0.165
333.420	4.316	-2.179	4.296	-2.046	0.215	-0.163
333.442	4.313	-2.182	4.293	-2.050	0.215	-0.162
333.461	4.310	-2.185	4.293	-2.050	0.216	-0.173
333.481	4.307	-2.188	4.290	-2.053	0.216	-0.172
333.501	4.304	-2.191	4.287	-2.056	0.216	-0.170
333.522	4.300	-2.194	4.284	-2.059	0.215	-0.169
333.541	4.297	-2.197	4.284	-2.059	0.217	-0.180
333.561	4.294	-2.200	4.281	-2.062	0.216	-0.178
333.581	4.291	-2.203	4.278	-2.065	0.216	-0.177
333.600	4.288	-2.206	4.275	-2.068	0.216	-0.174
