Tiempo	Error_X	Error_Y	Pos_Xd	Pos_Yd	Xdp	Ydp
10.820	3.143	2.445	3.059	2.366	0.255	-0.099
10.841	3.148	2.446	3.064	2.367	0.254	-0.099
10.861	3.153	2.447	3.069	2.368	0.254	-0.100
10.881	3.158	2.448	3.073	2.370	0.253	-0.100
10.900	3.163	2.450	3.078	2.371	0.253	-0.101
10.921	3.168	2.451	3.083	2.372	0.252	-0.101
10.940	3.173	2.452	3.088	2.374	0.252	-0.102
10.960	3.178	2.453	3.093	2.375	0.251	-0.102
10.980	3.182	2.455	3.098	2.376	0.251	-0.102
11.001	3.187	2.456	3.103	2.378	0.250	-0.103
11.021	3.192	2.457	3.108	2.379	0.250	-0.103
11.041	3.197	2.458	3.113	2.380	0.249	-0.103
11.060	3.202	2.459	3.118	2.382	0.249	-0.104
11.081	3.207	2.460	3.122	2.383	0.248	-0.104
11.101	3.211	2.461	3.127	2.384	0.248	-0.105
11.121	3.216	2.463	3.132	2.385	0.247	-0.105
11.140	3.221	2.464	3.137	2.386	0.247	-0.105
11.161	3.226	2.465	3.142	2.387	0.246	-0.105
11.181	3.231	2.466	3.147	2.389	0.246	-0.106
11.200	3.235	2.467	3.152	2.390	0.245	-0.106
11.221	3.240	2.468	3.156	2.391	0.245	-0.106
11.241	3.245	2.469	3.161	2.392	0.244	-0.107
11.260	3.250	2.470	3.166	2.393	0.243	-0.107
11.280	3.254	2.471	3.171	2.394	0.243	-0.108
11.300	3.259	2.472	3.176	2.395	0.242	-0.108
11.321	3.264	2.473	3.180	2.396	0.242	-0.109
11.341	3.269	2.474	3.185	2.397	0.242	-0.109
11.360	3.273	2.474	3.190	2.398	0.241	-0.109
11.380	3.278	2.475	3.195	2.399	0.240	-0.110
11.401	3.283	2.476	3.200	2.400	0.240	-0.110
11.420	3.288	2.477	3.204	2.401	0.240	-0.111
11.441	3.293	2.478	3.209	2.402	0.239	-0.111
11.461	3.297	2.479	3.214	2.403	0.239	-0.112
11.480	3.302	2.480	3.219	2.404	0.238	-0.112
11.501	3.307	2.480	3.223	2.405	0.238	-0.113
11.521	3.312	2.481	3.228	2.406	0.237	-0.113
11.540	3.316	2.482	3.233	2.406	0.237	-0.113
11.561	3.321	2.483	3.238	2.407	0.236	-0.114
11.581	3.326	2.483	3.242	2.408	0.236	-0.114
11.600	3.330	2.484	3.247	2.409	0.235	-0.114
11.620	3.335	2.485	3.252	2.410	0.235	-0.115
11.641	3.340	2.485	3.256	2.410	0.234	-0.116
11.661	3.344	2.486	3.261	2.411	0.234	-0.116
11.681	3.349	2.487	3.266	2.412	0.233	-0.117
11.701	3.354	2.487	3.270	2.413	0.233	-0.117
11.721	3.358	2.488	3.275	2.413	0.233	-0.118
11.741	3.363	2.489	3.280	2.414	0.232	-0.119
11.761	3.368	2.489	3.284	2.415	0.232	-0.120
11.780	3.372	2.490	3.284	2.415	0.233	-0.129
11.800	3.377	2.490	3.289	2.416	0.233	-0.130
11.820	3.381	2.491	3.293	2.416	0.232	-0.131
11.841	3.386	2.491	3.298	2.417	0.232	-0.130
11.860	3.391	2.492	3.303	2.417	0.231	-0.130
11.881	3.395	2.492	3.307	2.418	0.231	-0.130
11.901	3.400	2.493	3.312	2.419	0.231	-0.130
11.920	3.404	2.493	3.317	2.419	0.230	-0.130
11.941	3.409	2.494	3.321	2.420	0.230	-0.130
11.960	3.414	2.494	3.326	2.420	0.229	-0.130
11.980	3.418	2.495	3.330	2.421	0.229	-0.130
12.001	3.423	2.495	3.335	2.421	0.228	-0.131
12.020	3.427	2.495	3.340	2.422	0.228	-0.130
12.041	3.432	2.496	3.344	2.422	0.228	-0.131
12.060	3.437	2.496	3.349	2.423	0.227	-0.131
12.081	3.441	2.497	3.353	2.423	0.227	-0.131
12.100	3.446	2.497	3.358	2.423	0.226	-0.131
12.120	3.450	2.497	3.362	2.424	0.226	-0.131
12.140	3.455	2.497	3.367	2.424	0.225	-0.132
12.160	3.459	2.498	3.372	2.425	0.225	-0.132
12.180	3.464	2.498	3.376	2.425	0.225	-0.132
12.201	3.468	2.498	3.381	2.425	0.224	-0.133
12.221	3.473	2.498	3.385	2.426	0.224	-0.133
12.240	3.477	2.499	3.390	2.426	0.223	-0.134
12.261	3.482	2.499	3.394	2.426	0.223	-0.134
12.280	3.486	2.499	3.399	2.426	0.223	-0.134
12.300	3.491	2.499	3.403	2.427	0.222	-0.135
12.321	3.495	2.499	3.408	2.427	0.222	-0.135
12.341	3.500	2.499	3.412	2.427	0.221	-0.136
12.361	3.505	2.500	3.416	2.427	0.221	-0.136
12.380	3.509	2.500	3.421	2.428	0.221	-0.135
12.401	3.513	2.500	3.425	2.428	0.220	-0.135
12.420	3.518	2.500	3.430	2.428	0.220	-0.135
12.441	3.522	2.500	3.434	2.428	0.220	-0.135
12.461	3.527	2.500	3.438	2.428	0.219	-0.135
12.481	3.531	2.500	3.443	2.428	0.219	-0.135
12.501	3.536	2.500	3.447	2.428	0.219	-0.135
12.521	3.540	2.500	3.452	2.428	0.218	-0.135
12.540	3.545	2.500	3.456	2.428	0.218	-0.136
12.561	3.549	2.500	3.460	2.428	0.218	-0.136
12.581	3.554	2.500	3.465	2.428	0.217	-0.136
12.601	3.558	2.500	3.469	2.428	0.217	-0.136
12.621	3.562	2.500	3.473	2.428	0.217	-0.136
12.640	3.567	2.500	3.478	2.428	0.216	-0.136
12.660	3.571	2.499	3.482	2.428	0.216	-0.137
12.681	3.575	2.499	3.486	2.428	0.216	-0.137
12.701	3.580	2.499	3.491	2.428	0.215	-0.137
12.721	3.584	2.499	3.495	2.428	0.215	-0.138
12.740	3.589	2.499	3.499	2.428	0.215	-0.138
12.760	3.593	2.499	3.504	2.428	0.214	-0.138
12.780	3.597	2.498	3.508	2.428	0.214	-0.138
12.801	3.602	2.498	3.512	2.428	0.214	-0.139
12.820	3.606	2.498	3.516	2.427	0.213	-0.139
12.841	3.610	2.498	3.521	2.427	0.213	-0.139
12.860	3.615	2.497	3.525	2.427	0.213	-0.140
12.881	3.619	2.497	3.529	2.427	0.212	-0.140
12.901	3.623	2.497	3.533	2.427	0.212	-0.140
12.921	3.628	2.497	3.538	2.426	0.212	-0.141
12.940	3.632	2.496	3.542	2.426	0.212	-0.141
12.961	3.636	2.496	3.546	2.426	0.211	-0.141
12.980	3.641	2.495	3.550	2.426	0.211	-0.142
13.001	3.645	2.495	3.554	2.425	0.211	-0.142
13.020	3.649	2.495	3.559	2.425	0.210	-0.142
13.040	3.654	2.494	3.563	2.425	0.210	-0.143
13.061	3.658	2.494	3.567	2.424	0.210	-0.143
13.081	3.662	2.493	3.571	2.424	0.210	-0.143
13.100	3.666	2.493	3.575	2.424	0.209	-0.144
13.120	3.671	2.492	3.580	2.423	0.209	-0.144
13.140	3.675	2.492	3.584	2.423	0.209	-0.144
13.160	3.679	2.491	3.588	2.423	0.208	-0.145
13.180	3.683	2.491	3.592	2.422	0.208	-0.145
13.201	3.688	2.490	3.596	2.422	0.208	-0.145
13.220	3.692	2.490	3.600	2.421	0.208	-0.146
13.240	3.696	2.489	3.604	2.421	0.207	-0.146
13.260	3.700	2.489	3.609	2.420	0.207	-0.146
13.281	3.705	2.488	3.613	2.420	0.207	-0.147
13.300	3.709	2.487	3.617	2.419	0.207	-0.147
13.321	3.713	2.487	3.621	2.419	0.206	-0.147
13.340	3.717	2.486	3.625	2.418	0.206	-0.148
13.360	3.721	2.485	3.629	2.418	0.206	-0.148
13.380	3.726	2.485	3.633	2.417	0.206	-0.148
13.401	3.730	2.484	3.637	2.416	0.206	-0.149
13.420	3.734	2.483	3.641	2.416	0.205	-0.149
13.440	3.738	2.483	3.645	2.415	0.205	-0.149
13.460	3.742	2.482	3.649	2.415	0.205	-0.150
13.482	3.747	2.481	3.653	2.414	0.205	-0.151
13.500	3.751	2.480	3.657	2.413	0.204	-0.150
13.521	3.755	2.479	3.661	2.413	0.204	-0.151
13.540	3.759	2.479	3.665	2.412	0.204	-0.151
13.561	3.763	2.478	3.669	2.411	0.204	-0.151
13.580	3.767	2.477	3.673	2.410	0.204	-0.152
13.601	3.771	2.476	3.677	2.410	0.203	-0.152
13.620	3.775	2.475	3.681	2.409	0.203	-0.152
13.640	3.780	2.474	3.685	2.408	0.203	-0.153
13.660	3.784	2.473	3.689	2.407	0.203	-0.153
13.680	3.788	2.473	3.693	2.407	0.203	-0.153
13.701	3.792	2.472	3.697	2.406	0.202	-0.154
13.720	3.796	2.471	3.701	2.405	0.202	-0.154
13.740	3.800	2.470	3.705	2.404	0.202	-0.154
13.760	3.804	2.469	3.709	2.403	0.202	-0.154
13.780	3.808	2.468	3.713	2.402	0.202	-0.155
13.801	3.812	2.467	3.717	2.401	0.202	-0.155
13.820	3.816	2.466	3.721	2.401	0.201	-0.155
13.840	3.820	2.465	3.725	2.400	0.201	-0.156
13.860	3.824	2.464	3.729	2.399	0.201	-0.156
13.881	3.829	2.462	3.733	2.398	0.201	-0.156
13.900	3.833	2.461	3.737	2.397	0.201	-0.157
13.920	3.837	2.460	3.741	2.396	0.201	-0.157
13.940	3.841	2.459	3.744	2.395	0.200	-0.157
13.960	3.845	2.458	3.748	2.394	0.200	-0.157
13.980	3.849	2.457	3.752	2.393	0.200	-0.158
14.000	3.853	2.456	3.756	2.392	0.200	-0.158
14.020	3.857	2.455	3.760	2.391	0.200	-0.158
14.041	3.861	2.453	3.764	2.390	0.200	-0.159
14.061	3.865	2.452	3.768	2.389	0.200	-0.159
14.080	3.869	2.451	3.772	2.388	0.199	-0.159
14.101	3.873	2.450	3.775	2.386	0.199	-0.159
14.122	3.877	2.448	3.779	2.385	0.199	-0.161
14.141	3.881	2.447	3.783	2.384	0.199	-0.160
14.161	3.885	2.446	3.787	2.383	0.199	-0.160
14.182	3.889	2.444	3.791	2.382	0.199	-0.161
14.200	3.892	2.443	3.791	2.382	0.201	-0.173
14.221	3.896	2.442	3.794	2.381	0.200	-0.173
14.240	3.900	2.440	3.798	2.380	0.200	-0.173
14.260	3.904	2.439	3.802	2.378	0.200	-0.172
14.280	3.908	2.438	3.806	2.377	0.200	-0.172
14.301	3.912	2.436	3.810	2.376	0.200	-0.172
14.321	3.916	2.435	3.814	2.375	0.200	-0.172
14.340	3.920	2.433	3.817	2.373	0.200	-0.171
14.360	3.924	2.432	3.821	2.372	0.200	-0.171
14.381	3.928	2.431	3.825	2.371	0.200	-0.171
14.401	3.932	2.429	3.829	2.369	0.199	-0.171
14.421	3.935	2.428	3.832	2.368	0.199	-0.171
14.441	3.939	2.426	3.836	2.367	0.199	-0.171
14.461	3.943	2.425	3.840	2.365	0.199	-0.171
14.481	3.947	2.423	3.844	2.364	0.199	-0.171
14.500	3.951	2.421	3.848	2.362	0.199	-0.171
14.521	3.955	2.420	3.851	2.361	0.199	-0.170
14.540	3.959	2.418	3.855	2.360	0.199	-0.170
14.561	3.962	2.417	3.859	2.358	0.199	-0.170
14.581	3.966	2.415	3.862	2.357	0.199	-0.169
14.601	3.970	2.413	3.866	2.355	0.199	-0.169
14.620	3.974	2.412	3.870	2.354	0.199	-0.169
14.640	3.978	2.410	3.873	2.352	0.199	-0.169
14.660	3.981	2.408	3.877	2.351	0.198	-0.169
14.680	3.985	2.407	3.881	2.349	0.198	-0.168
14.700	3.989	2.405	3.884	2.348	0.198	-0.168
14.721	3.993	2.403	3.888	2.346	0.198	-0.168
14.740	3.997	2.402	3.892	2.345	0.198	-0.168
14.761	4.000	2.400	3.895	2.343	0.198	-0.168
14.781	4.004	2.398	3.899	2.341	0.198	-0.168
14.801	4.008	2.396	3.903	2.340	0.198	-0.168
14.821	4.012	2.394	3.906	2.338	0.198	-0.168
14.841	4.015	2.393	3.910	2.337	0.198	-0.168
14.861	4.019	2.391	3.913	2.335	0.198	-0.168
14.881	4.023	2.389	3.917	2.333	0.198	-0.168
14.902	4.027	2.387	3.921	2.332	0.198	-0.169
14.923	4.031	2.385	3.924	2.330	0.198	-0.170
14.940	4.034	2.383	3.928	2.328	0.198	-0.168
14.962	4.038	2.381	3.931	2.326	0.198	-0.169
14.980	4.041	2.380	3.935	2.325	0.198	-0.168
15.001	4.045	2.378	3.939	2.323	0.198	-0.168
15.022	4.049	2.375	3.942	2.321	0.198	-0.169
15.043	4.053	2.373	3.946	2.320	0.198	-0.170
15.061	4.056	2.372	3.946	2.320	0.200	-0.181
15.081	4.060	2.370	3.949	2.318	0.200	-0.181
15.101	4.064	2.368	3.953	2.316	0.200	-0.181
15.121	4.067	2.366	3.956	2.314	0.200	-0.180
15.141	4.071	2.364	3.960	2.312	0.200	-0.180
15.161	4.075	2.362	3.963	2.310	0.200	-0.179
15.182	4.078	2.359	3.967	2.308	0.200	-0.179
15.201	4.082	2.357	3.971	2.307	0.200	-0.178
15.221	4.085	2.355	3.974	2.305	0.200	-0.177
15.240	4.089	2.353	3.978	2.303	0.200	-0.177
15.262	4.093	2.351	3.981	2.301	0.200	-0.177
15.280	4.096	2.349	3.981	2.301	0.202	-0.189
15.301	4.100	2.347	3.985	2.299	0.202	-0.189
15.321	4.104	2.344	3.988	2.297	0.202	-0.189
15.342	4.107	2.342	3.992	2.295	0.202	-0.188
15.361	4.111	2.340	3.995	2.293	0.202	-0.186
15.381	4.114	2.338	3.999	2.291	0.202	-0.185
15.402	4.118	2.336	3.999	2.291	0.204	-0.199
15.421	4.121	2.333	4.002	2.289	0.204	-0.197
15.443	4.125	2.331	4.006	2.287	0.204	-0.197
15.461	4.128	2.329	4.009	2.284	0.204	-0.193
15.482	4.132	2.326	4.013	2.282	0.204	-0.192
15.502	4.136	2.324	4.016	2.280	0.204	-0.190
15.521	4.139	2.322	4.020	2.278	0.204	-0.188
15.541	4.143	2.320	4.023	2.276	0.204	-0.186
15.561	4.146	2.317	4.026	2.274	0.204	-0.184
15.581	4.150	2.315	4.030	2.271	0.204	-0.183
15.601	4.153	2.313	4.033	2.269	0.204	-0.182
15.621	4.157	2.310	4.037	2.267	0.204	-0.180
15.640	4.160	2.308	4.040	2.265	0.204	-0.179
15.661	4.164	2.305	4.044	2.262	0.204	-0.178
15.681	4.167	2.303	4.047	2.260	0.204	-0.177
15.702	4.171	2.300	4.054	2.256	0.203	-0.164
15.720	4.174	2.298	4.054	2.256	0.204	-0.176
15.742	4.178	2.295	4.057	2.253	0.205	-0.175
15.760	4.181	2.293	4.061	2.251	0.205	-0.175
15.780	4.184	2.291	4.064	2.249	0.205	-0.175
15.801	4.188	2.288	4.067	2.247	0.205	-0.174
15.820	4.191	2.286	4.071	2.244	0.205	-0.174
15.840	4.195	2.283	4.074	2.242	0.205	-0.173
15.861	4.198	2.280	4.078	2.240	0.205	-0.173
15.882	4.202	2.278	4.081	2.237	0.205	-0.174
15.901	4.205	2.275	4.084	2.235	0.205	-0.172
15.920	4.208	2.273	4.088	2.233	0.205	-0.172
15.940	4.212	2.270	4.091	2.230	0.205	-0.172
15.961	4.215	2.267	4.094	2.228	0.205	-0.172
15.981	4.218	2.265	4.098	2.225	0.205	-0.171
16.001	4.222	2.262	4.104	2.221	0.204	-0.158
16.021	4.225	2.259	4.104	2.221	0.206	-0.171
16.041	4.228	2.257	4.108	2.218	0.206	-0.170
16.060	4.232	2.254	4.111	2.216	0.206	-0.170
16.082	4.235	2.251	4.114	2.213	0.206	-0.170
16.101	4.238	2.248	4.118	2.211	0.206	-0.170
16.123	4.242	2.245	4.121	2.208	0.206	-0.171
16.142	4.245	2.243	4.124	2.206	0.206	-0.170
16.160	4.248	2.240	4.128	2.203	0.206	-0.169
16.181	4.252	2.237	4.131	2.201	0.207	-0.169
16.201	4.255	2.235	4.134	2.198	0.207	-0.169
16.220	4.258	2.232	4.137	2.196	0.207	-0.168
16.241	4.262	2.229	4.141	2.193	0.207	-0.168
16.261	4.265	2.226	4.144	2.191	0.207	-0.169
16.281	4.268	2.223	4.147	2.188	0.207	-0.169
16.301	4.272	2.220	4.151	2.185	0.207	-0.169
16.320	4.275	2.217	4.154	2.183	0.207	-0.168
16.340	4.278	2.214	4.157	2.180	0.208	-0.168
16.360	4.281	2.212	4.160	2.177	0.208	-0.168
16.382	4.285	2.208	4.163	2.175	0.208	-0.168
16.401	4.288	2.206	4.167	2.172	0.208	-0.167
16.420	4.291	2.203	4.167	2.172	0.210	-0.180
16.441	4.294	2.200	4.173	2.167	0.208	-0.168
16.461	4.297	2.197	4.176	2.164	0.209	-0.167
16.483	4.301	2.193	4.176	2.164	0.211	-0.181
16.501	4.304	2.191	4.180	2.161	0.211	-0.179
16.520	4.307	2.188	4.183	2.159	0.211	-0.179
16.541	4.310	2.185	4.189	2.153	0.209	-0.164
16.561	4.314	2.181	4.192	2.150	0.209	-0.163
16.580	4.317	2.178	4.195	2.147	0.210	-0.162
16.602	4.320	2.175	4.199	2.145	0.210	-0.163
16.622	4.323	2.172	4.199	2.145	0.212	-0.176
16.641	4.326	2.169	4.202	2.142	0.212	-0.175
16.661	4.329	2.166	4.205	2.139	0.212	-0.175
16.681	4.332	2.163	4.208	2.136	0.212	-0.174
16.700	4.335	2.160	4.211	2.133	0.212	-0.173
16.720	4.339	2.157	4.214	2.130	0.213	-0.172
16.741	4.342	2.153	4.217	2.127	0.213	-0.171
16.761	4.345	2.150	4.221	2.125	0.213	-0.171
16.781	4.348	2.147	4.224	2.122	0.213	-0.170
16.801	4.351	2.144	4.227	2.119	0.213	-0.169
16.821	4.354	2.140	4.230	2.116	0.214	-0.169
16.841	4.357	2.137	4.233	2.113	0.214	-0.168
16.860	4.360	2.134	4.236	2.110	0.214	-0.167
16.882	4.364	2.130	4.239	2.107	0.214	-0.167
16.900	4.366	2.127	4.242	2.104	0.214	-0.166
16.921	4.369	2.124	4.245	2.101	0.214	-0.165
16.941	4.373	2.121	4.248	2.098	0.215	-0.165
16.961	4.376	2.117	4.251	2.095	0.215	-0.164
16.981	4.379	2.114	4.255	2.092	0.215	-0.164
17.002	4.382	2.110	4.258	2.089	0.215	-0.165
17.022	4.385	2.107	4.261	2.086	0.216	-0.164
17.042	4.388	2.104	4.264	2.083	0.216	-0.164
17.061	4.391	2.101	4.267	2.079	0.216	-0.163
17.083	4.394	2.097	4.270	2.076	0.216	-0.164
17.101	4.397	2.094	4.273	2.073	0.216	-0.162
17.121	4.400	2.090	4.276	2.070	0.217	-0.161
17.140	4.403	2.087	4.279	2.067	0.217	-0.161
17.161	4.406	2.083	4.282	2.064	0.217	-0.161
17.182	4.409	2.080	4.282	2.064	0.219	-0.174
17.200	4.412	2.076	4.285	2.061	0.219	-0.173
17.220	4.414	2.073	4.288	2.057	0.220	-0.172
17.241	4.417	2.069	4.291	2.054	0.220	-0.172
17.261	4.420	2.066	4.294	2.051	0.220	-0.171
17.282	4.424	2.062	4.297	2.048	0.220	-0.170
17.301	4.426	2.059	4.300	2.044	0.220	-0.168
17.321	4.429	2.055	4.303	2.041	0.221	-0.167
17.340	4.432	2.052	4.306	2.038	0.221	-0.166
17.360	4.435	2.048	4.309	2.035	0.221	-0.165
17.381	4.438	2.044	4.312	2.031	0.221	-0.164
17.401	4.441	2.041	4.315	2.028	0.222	-0.163
17.421	4.444	2.037	4.318	2.025	0.222	-0.162
17.441	4.447	2.033	4.320	2.021	0.222	-0.161
17.460	4.449	2.030	4.323	2.018	0.222	-0.161
17.481	4.452	2.026	4.326	2.014	0.223	-0.160
17.500	4.455	2.022	4.329	2.011	0.223	-0.159
17.522	4.458	2.019	4.332	2.008	0.223	-0.159
17.541	4.461	2.015	4.335	2.004	0.223	-0.158
17.560	4.464	2.011	4.338	2.001	0.223	-0.157
17.581	4.467	2.008	4.341	1.997	0.224	-0.157
17.600	4.469	2.004	4.344	1.994	0.224	-0.156
17.622	4.472	2.000	4.347	1.991	0.224	-0.157
17.640	4.475	1.996	4.350	1.987	0.224	-0.155
17.662	4.478	1.992	4.353	1.984	0.225	-0.156
17.680	4.480	1.989	4.355	1.980	0.225	-0.155
17.701	4.483	1.985	4.358	1.977	0.225	-0.154
17.723	4.486	1.981	4.361	1.973	0.226	-0.155
17.740	4.489	1.977	4.364	1.970	0.226	-0.153
17.762	4.492	1.973	4.367	1.966	0.226	-0.154
17.780	4.494	1.970	4.370	1.963	0.226	-0.153
17.802	4.497	1.965	4.373	1.959	0.227	-0.154
17.821	4.500	1.962	4.375	1.956	0.227	-0.152
17.840	4.503	1.958	4.378	1.952	0.227	-0.152
17.861	4.505	1.954	4.381	1.948	0.227	-0.151
17.880	4.508	1.950	4.384	1.945	0.228	-0.151
17.900	4.511	1.946	4.387	1.941	0.228	-0.150
17.920	4.513	1.942	4.390	1.938	0.228	-0.150
17.941	4.516	1.938	4.392	1.934	0.228	-0.150
17.961	4.519	1.934	4.395	1.930	0.229	-0.149
17.981	4.522	1.930	4.398	1.927	0.229	-0.149
18.000	4.524	1.926	4.401	1.923	0.229	-0.149
18.021	4.527	1.922	4.401	1.923	0.231	-0.160
18.040	4.530	1.918	4.404	1.919	0.232	-0.160
18.061	4.532	1.914	4.406	1.916	0.232	-0.160
18.081	4.535	1.910	4.409	1.912	0.232	-0.159
18.101	4.538	1.906	4.412	1.908	0.233	-0.157
18.121	4.540	1.902	4.415	1.904	0.233	-0.156
18.141	4.543	1.898	4.417	1.901	0.233	-0.155
18.163	4.546	1.893	4.420	1.897	0.234	-0.155
18.180	4.548	1.890	4.423	1.893	0.234	-0.153
18.200	4.551	1.886	4.425	1.889	0.234	-0.152
18.221	4.553	1.881	4.428	1.885	0.234	-0.151
18.240	4.556	1.877	4.431	1.881	0.234	-0.150
18.261	4.558	1.873	4.434	1.878	0.235	-0.149
18.280	4.561	1.869	4.436	1.874	0.235	-0.148
18.301	4.564	1.865	4.439	1.870	0.235	-0.147
18.320	4.566	1.861	4.442	1.866	0.235	-0.146
18.340	4.569	1.856	4.444	1.862	0.236	-0.145
18.361	4.571	1.852	4.447	1.858	0.236	-0.145
18.381	4.574	1.848	4.450	1.854	0.236	-0.144
18.400	4.576	1.844	4.453	1.850	0.237	-0.144
18.420	4.579	1.839	4.455	1.846	0.237	-0.143
18.441	4.581	1.835	4.458	1.842	0.237	-0.143
18.461	4.584	1.831	4.461	1.838	0.238	-0.142
18.481	4.586	1.826	4.463	1.834	0.238	-0.142
18.500	4.589	1.822	4.466	1.831	0.238	-0.141
18.521	4.591	1.818	4.468	1.827	0.238	-0.141
18.542	4.594	1.813	4.471	1.823	0.239	-0.141
18.563	4.597	1.809	4.474	1.819	0.239	-0.141
18.580	4.599	1.805	4.476	1.815	0.239	-0.139
18.602	4.601	1.800	4.479	1.810	0.240	-0.139
18.621	4.604	1.796	4.479	1.810	0.242	-0.150
18.641	4.606	1.792	4.482	1.806	0.242	-0.150
18.663	4.609	1.787	4.487	1.798	0.241	-0.138
18.681	4.611	1.783	4.487	1.798	0.243	-0.148
18.701	4.614	1.779	4.489	1.794	0.243	-0.146
18.721	4.616	1.774	4.492	1.790	0.243	-0.145
18.741	4.618	1.770	4.494	1.786	0.244	-0.144
18.761	4.621	1.765	4.497	1.782	0.244	-0.143
18.780	4.623	1.761	4.500	1.777	0.244	-0.141
18.802	4.626	1.756	4.502	1.773	0.245	-0.141
18.820	4.628	1.752	4.505	1.769	0.245	-0.139
18.842	4.630	1.747	4.507	1.765	0.245	-0.139
18.861	4.633	1.743	4.510	1.761	0.245	-0.138
18.880	4.635	1.739	4.512	1.756	0.245	-0.137
18.902	4.637	1.734	4.515	1.752	0.246	-0.137
18.921	4.640	1.729	4.517	1.748	0.246	-0.136
18.942	4.642	1.725	4.520	1.744	0.247	-0.135
18.960	4.644	1.720	4.522	1.739	0.247	-0.134
18.981	4.647	1.716	4.525	1.735	0.247	-0.133
19.003	4.649	1.711	4.528	1.731	0.247	-0.134
19.020	4.651	1.707	4.530	1.727	0.247	-0.132
19.041	4.654	1.702	4.533	1.722	0.248	-0.132
19.060	4.656	1.697	4.535	1.718	0.248	-0.131
19.080	4.658	1.693	4.538	1.714	0.248	-0.131
19.102	4.661	1.688	4.540	1.709	0.249	-0.131
19.120	4.663	1.684	4.542	1.705	0.249	-0.130
19.141	4.665	1.679	4.542	1.705	0.251	-0.141
19.162	4.667	1.674	4.545	1.701	0.252	-0.141
19.181	4.669	1.670	4.547	1.696	0.252	-0.139
19.201	4.672	1.665	4.550	1.692	0.252	-0.137
19.220	4.674	1.660	4.555	1.683	0.250	-0.124
19.243	4.676	1.655	4.557	1.678	0.251	-0.124
19.261	4.678	1.651	4.559	1.674	0.251	-0.122
19.281	4.681	1.646	4.562	1.670	0.251	-0.122
19.301	4.683	1.641	4.562	1.670	0.254	-0.132
19.320	4.685	1.637	4.564	1.665	0.254	-0.132
19.342	4.687	1.631	4.567	1.661	0.255	-0.133
19.361	4.689	1.627	4.569	1.656	0.255	-0.132
19.381	4.692	1.622	4.572	1.652	0.255	-0.131
19.404	4.694	1.617	4.574	1.647	0.256	-0.132
19.420	4.696	1.613	4.576	1.643	0.255	-0.129
19.441	4.698	1.608	4.579	1.638	0.256	-0.128
19.461	4.700	1.603	4.581	1.633	0.256	-0.127
19.481	4.702	1.598	4.583	1.629	0.256	-0.126
19.501	4.704	1.593	4.586	1.624	0.256	-0.126
19.520	4.707	1.589	4.588	1.620	0.257	-0.125
19.540	4.709	1.584	4.590	1.615	0.257	-0.124
19.561	4.711	1.579	4.593	1.610	0.257	-0.124
19.580	4.713	1.574	4.595	1.606	0.258	-0.123
19.601	4.715	1.569	4.597	1.601	0.258	-0.122
19.620	4.717	1.564	4.600	1.597	0.258	-0.122
19.641	4.719	1.559	4.602	1.592	0.258	-0.121
19.660	4.721	1.554	4.604	1.587	0.259	-0.121
19.680	4.723	1.550	4.607	1.583	0.259	-0.120
19.700	4.725	1.545	4.609	1.578	0.259	-0.120
19.721	4.727	1.540	4.611	1.573	0.260	-0.120
19.741	4.729	1.535	4.614	1.569	0.260	-0.119
19.760	4.731	1.530	4.616	1.564	0.260	-0.119
19.780	4.734	1.525	4.618	1.559	0.260	-0.118
19.801	4.736	1.520	4.620	1.554	0.261	-0.118
19.820	4.738	1.515	4.623	1.550	0.261	-0.118
19.842	4.740	1.509	4.625	1.545	0.261	-0.118
19.861	4.742	1.505	4.625	1.545	0.264	-0.127
19.883	4.744	1.499	4.627	1.540	0.264	-0.128
19.901	4.746	1.495	4.629	1.535	0.264	-0.126
19.923	4.748	1.489	4.632	1.531	0.265	-0.126
19.940	4.749	1.485	4.634	1.526	0.265	-0.124
19.960	4.751	1.480	4.636	1.521	0.265	-0.123
19.983	4.754	1.474	4.638	1.516	0.266	-0.123
20.000	4.755	1.469	4.640	1.511	0.266	-0.121
20.020	4.757	1.464	4.643	1.506	0.266	-0.120
20.041	4.759	1.459	4.645	1.501	0.266	-0.119
20.060	4.761	1.454	4.647	1.496	0.266	-0.118
20.081	4.763	1.449	4.647	1.496	0.269	-0.128
20.101	4.765	1.444	4.651	1.487	0.267	-0.116
20.122	4.767	1.438	4.653	1.482	0.267	-0.115
20.143	4.769	1.433	4.656	1.477	0.268	-0.115
20.161	4.771	1.428	4.656	1.477	0.270	-0.123
20.181	4.773	1.423	4.660	1.467	0.268	-0.112
20.200	4.774	1.418	4.662	1.462	0.268	-0.111
20.221	4.776	1.413	4.664	1.457	0.269	-0.110
20.241	4.778	1.408	4.666	1.452	0.269	-0.110
20.261	4.780	1.402	4.666	1.452	0.271	-0.119
20.283	4.782	1.397	4.668	1.447	0.272	-0.120
20.301	4.784	1.392	4.670	1.442	0.272	-0.119
20.320	4.785	1.387	4.672	1.437	0.272	-0.118
20.341	4.787	1.381	4.677	1.427	0.270	-0.106
20.361	4.789	1.376	4.677	1.427	0.273	-0.115
20.382	4.791	1.371	4.679	1.422	0.273	-0.114
20.401	4.793	1.366	4.681	1.417	0.273	-0.114
20.420	4.794	1.361	4.683	1.412	0.273	-0.113
